# file	function	callee	count
launcher/main/apps/sand/tests/suite_sand_perf.c	test_a_full_size_step_fits_in_the_frame_budget	malloc	1
launcher/main/apps/sand/tests/suite_sand_perf.c	test_a_gravity_flip_on_every_material_at_once_stays_sane	free	3
launcher/main/apps/sand/tests/suite_sand_perf.c	test_a_gravity_flip_on_every_material_at_once_stays_sane	malloc	3
launcher/main/apps/sand/tests/suite_sand_perf.c	test_a_growing_plant_bed_fits_in_the_frame_budget	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_a_growing_plant_bed_fits_in_the_frame_budget	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_a_real_frame_is_sim_plus_present_on_a_falling_sand_scene	free	5
launcher/main/apps/sand/tests/suite_sand_perf.c	test_a_real_frame_is_sim_plus_present_on_a_falling_sand_scene	malloc	5
launcher/main/apps/sand/tests/suite_sand_perf.c	test_a_screen_of_settled_sand_costs_almost_nothing	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_a_screen_of_settled_sand_costs_almost_nothing	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_a_screen_of_smoke_and_steam_fits_in_the_frame_budget	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_a_screen_of_smoke_and_steam_fits_in_the_frame_budget	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_a_settled_plant_garden_fits_in_the_frame_budget	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_a_settled_plant_garden_fits_in_the_frame_budget	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_acid_bubbles_do_not_favour_one_wall	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_acid_bubbles_do_not_favour_one_wall	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_acid_bubbles_still_fire_once_the_block_is_asleep	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_acid_bubbles_still_fire_once_the_block_is_asleep	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_fire_cascading_through_a_full_screen_of_gas_fits_in_the_frame_budget	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_fire_cascading_through_a_full_screen_of_gas_fits_in_the_frame_budget	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_flipping_gravity_on_a_mixed_scene_fits_in_the_frame_budget	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_flipping_gravity_on_a_mixed_scene_fits_in_the_frame_budget	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_flipping_gravity_on_a_settled_pile_fits_in_the_frame_budget	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_flipping_gravity_on_a_settled_pile_fits_in_the_frame_budget	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_four_liquids_reacting_at_once_fits_in_the_frame_budget	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_four_liquids_reacting_at_once_fits_in_the_frame_budget	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_pouring_sand_onto_a_landscape_sand_bed_fits_in_the_frame_budget	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_pouring_sand_onto_a_landscape_sand_bed_fits_in_the_frame_budget	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_pouring_the_plant_brush_fits_in_the_frame_budget	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_pouring_the_plant_brush_fits_in_the_frame_budget	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_pouring_water_into_a_deep_landscape_bed_fits_in_the_frame_budget	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_pouring_water_into_a_deep_landscape_bed_fits_in_the_frame_budget	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_pouring_water_into_a_landscape_sand_bed_fits_in_the_frame_budget	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_pouring_water_into_a_landscape_sand_bed_fits_in_the_frame_budget	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_pouring_water_onto_a_plant_bed_costs_more_than_steady_growth	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_pouring_water_onto_a_plant_bed_costs_more_than_steady_growth	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_present_cost_against_a_falling_sand_scene	free	5
launcher/main/apps/sand/tests/suite_sand_perf.c	test_present_cost_against_a_falling_sand_scene	malloc	5
launcher/main/apps/sand/tests/suite_sand_perf.c	test_present_cost_against_the_lava_stress_scene	free	6
launcher/main/apps/sand/tests/suite_sand_perf.c	test_present_cost_against_the_lava_stress_scene	malloc	6
launcher/main/apps/sand/tests/suite_sand_perf.c	test_present_cost_against_the_thermal_shock_scene	free	6
launcher/main/apps/sand/tests/suite_sand_perf.c	test_present_cost_against_the_thermal_shock_scene	malloc	6
launcher/main/apps/sand/tests/suite_sand_perf.c	test_submerged_pile_settles_and_logs_the_pass_split	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_submerged_pile_settles_and_logs_the_pass_split	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_boiler_scene_fits_in_the_frame_budget	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_boiler_scene_fits_in_the_frame_budget	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_filling_basin_scene_fits_in_the_frame_budget	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_filling_basin_scene_fits_in_the_frame_budget	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_gas_ignition_vessel_logs_the_blast_stress	free	3
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_gas_ignition_vessel_logs_the_blast_stress	malloc	3
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_gas_random_walk_against_the_exhaustive_mover	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_gas_random_walk_against_the_exhaustive_mover	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_gunpowder_basin_scene_fits_in_the_frame_budget	free	3
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_gunpowder_basin_scene_fits_in_the_frame_budget	malloc	3
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_lava_stress_scene_fits_in_the_frame_budget	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_lava_stress_scene_fits_in_the_frame_budget	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_plant_ruin_scene_fits_in_the_frame_budget	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_plant_ruin_scene_fits_in_the_frame_budget	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_snowfall_scene_fits_in_the_frame_budget	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_snowfall_scene_fits_in_the_frame_budget	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_soak_only_skip_dispatches_far_fewer_cells_than_a_full_walk	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_soak_only_skip_dispatches_far_fewer_cells_than_a_full_walk	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_soak_only_skip_matches_the_full_walks_grid_exactly	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_soak_only_skip_matches_the_full_walks_grid_exactly	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_sweeps_gas_scenes_put_work_in_both_gas_passes	free	3
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_sweeps_gas_scenes_put_work_in_both_gas_passes	malloc	3
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_thermal_shock_scene_fits_in_the_frame_budget	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_thermal_shock_scene_fits_in_the_frame_budget	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_water_over_lava_scene_fits_in_the_frame_budget	free	3
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_water_over_lava_scene_fits_in_the_frame_budget	malloc	3
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_wet_earth_scene_fits_in_the_frame_budget	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_wet_earth_scene_fits_in_the_frame_budget	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_wood_leaf_shading_on_a_grove	free	1
launcher/main/apps/sand/tests/suite_sand_perf.c	test_the_wood_leaf_shading_on_a_grove	malloc	1
launcher/main/apps/sand/tests/suite_sand_perf.c	test_turning_a_half_screen_of_gas_fits_in_the_frame_budget	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_turning_a_half_screen_of_gas_fits_in_the_frame_budget	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_turning_a_packed_screen_of_gas_fits_in_the_frame_budget	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_turning_a_packed_screen_of_gas_fits_in_the_frame_budget	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_turning_a_settled_pool_to_landscape_fits_in_the_frame_budget	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_turning_a_settled_pool_to_landscape_fits_in_the_frame_budget	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_water_slope_captured_scene_diagonal_flip_logs_a_per_step_table	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_water_slope_captured_scene_diagonal_flip_logs_a_per_step_table	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_water_slope_controls_log_the_pass_split	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_water_slope_controls_log_the_pass_split	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_water_slope_gravity_flip_logs_a_per_step_table	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_water_slope_gravity_flip_logs_a_per_step_table	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_water_slope_pouring_water_logs_the_pass_split	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	test_water_slope_pouring_water_logs_the_pass_split	malloc	2
launcher/main/apps/sand/tests/suite_sand_perf.c	time_two_core_arm	free	4
launcher/main/apps/sand/tests/suite_sand_perf.c	time_two_core_arm	malloc	3
launcher/main/apps/sand/tests/suite_sand_perf.c	time_two_core_quality_scene	free	4
launcher/main/apps/sand/tests/suite_sand_perf.c	time_two_core_quality_scene	malloc	3
launcher/main/apps/sand/tests/suite_sand_perf.c	water_scene_us_per_step	free	2
launcher/main/apps/sand/tests/suite_sand_perf.c	water_scene_us_per_step	malloc	2
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	acid_water_contest	calloc	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	acid_water_contest	free	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	build_boiler_room	malloc	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	pour_and_measure_tap_gain	free	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	pour_and_measure_tap_gain	malloc	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	steps_to_boil	free	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_a_thick_wall_still_conducts	free	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_a_water_pour_freezes_a_lava_pool_below_its_crust	free	2
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_a_water_pour_freezes_a_lava_pool_below_its_crust	malloc	2
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_acid_and_water_dilute_each_other	free	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_acid_and_water_dilute_each_other	malloc	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_acid_fizzes_while_it_eats	free	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_acid_fizzes_while_it_eats	malloc	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_acid_winning_the_dilution_boils_the_acid_cell_to_gas	free	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_acid_winning_the_dilution_boils_the_acid_cell_to_gas	malloc	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_boiled_steam_starts_at_full_life	free	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_boiled_steam_starts_at_full_life	malloc	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_boiling_acid_produces_gas_not_steam	free	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_boiling_acid_produces_gas_not_steam	malloc	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_boiling_converts_the_cell_nearest_the_heat	free	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_boiling_converts_the_cell_nearest_the_heat	malloc	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_conduction_stops_at_the_reach_cap	free	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_conduction_stops_at_the_reach_cap	malloc	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_oil_flows_more_slowly_than_water	free	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_oil_flows_more_slowly_than_water	malloc	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_oil_mostly_boils_off_into_gas_not_acid	calloc	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_oil_mostly_boils_off_into_gas_not_acid	free	2
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_oil_mostly_boils_off_into_gas_not_acid	malloc	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_sand_set_boils_zero_disables_conducted_heat_boiling	free	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_sand_set_boils_zero_disables_conducted_heat_boiling	malloc	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_the_acid_that_ate_oil_can_die_in_a_single_bite	calloc	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_the_acid_that_ate_oil_can_die_in_a_single_bite	free	2
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_the_acid_that_ate_oil_can_die_in_a_single_bite	malloc	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_the_boiler_end_to_end	free	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_the_boiler_end_to_end	malloc	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_the_cool_off_chain_is_bounded	free	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_the_cool_off_chain_is_bounded	malloc	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_the_dilution_split_favours_neither_side	free	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_the_dilution_split_favours_neither_side	malloc	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_the_fizz_rises_out_of_the_acid	free	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_the_fizz_rises_out_of_the_acid	malloc	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_water_does_not_drill_into_oil_when_tilted	free	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_water_does_not_drill_into_oil_when_tilted	malloc	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_water_winning_the_dilution_boils_the_water_cell_to_steam	free	1
launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c	test_water_winning_the_dilution_boils_the_water_cell_to_steam	malloc	1
launcher/main/apps/sand/tests/suite_sand_roots.c	lift_boundary_grows	free	1
launcher/main/apps/sand/tests/suite_sand_roots.c	lift_boundary_grows	malloc	1
launcher/main/apps/sand/tests/suite_sand_roots.c	test_a_buried_root_does_not_cut_off_the_water_below_it	free	1
launcher/main/apps/sand/tests/suite_sand_roots.c	test_a_buried_root_does_not_cut_off_the_water_below_it	malloc	1
launcher/main/apps/sand/tests/suite_sand_roots.c	test_a_continuously_watered_root_system_still_saturates	free	1
launcher/main/apps/sand/tests/suite_sand_roots.c	test_a_continuously_watered_root_system_still_saturates	malloc	1
launcher/main/apps/sand/tests/suite_sand_roots.c	test_a_falling_plant_tip_does_not_also_drink_the_same_step	free	2
launcher/main/apps/sand/tests/suite_sand_roots.c	test_a_falling_plant_tip_does_not_also_drink_the_same_step	malloc	2
launcher/main/apps/sand/tests/suite_sand_roots.c	test_a_root_column_reaches_below_the_collar	free	1
launcher/main/apps/sand/tests/suite_sand_roots.c	test_a_root_column_reaches_below_the_collar	malloc	1
launcher/main/apps/sand/tests/suite_sand_scenes.c	count_all_pairs_contacts	calloc	1
launcher/main/apps/sand/tests/suite_sand_scenes.c	count_all_pairs_contacts	free	1
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_a_drying_no_plant_board_stays_off_the_full_walk	free	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_a_drying_no_plant_board_stays_off_the_full_walk	malloc	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_a_soaking_no_plant_board_stays_on_the_soak_only_path	free	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_a_soaking_no_plant_board_stays_on_the_soak_only_path	malloc	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_a_submerged_pile_settles_asleep_with_headroom	free	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_a_submerged_pile_settles_asleep_with_headroom	malloc	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_pouring_water_over_the_slope_reaches_the_floor	free	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_pouring_water_over_the_slope_reaches_the_floor	malloc	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_boiler_scene_keeps_boiling_across_the_window	free	4
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_boiler_scene_keeps_boiling_across_the_window	malloc	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_captured_slope_scene_matches_the_sampled_screenshot	free	1
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_captured_slope_scene_matches_the_sampled_screenshot	malloc	1
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_captured_slope_scenes_water_is_live	free	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_captured_slope_scenes_water_is_live	malloc	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_filling_basin_scene_runs_from_the_lip_to_the_pool	free	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_filling_basin_scene_runs_from_the_lip_to_the_pool	malloc	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_four_liquid_scene_keeps_reacting_after_settling	free	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_four_liquid_scene_keeps_reacting_after_settling	malloc	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_gas_ignition_vessel_logs_blasts_per_step	free	3
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_gas_ignition_vessel_logs_blasts_per_step	malloc	3
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_gravity_flip_conserves_water_mass_over_the_covered_slope	free	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_gravity_flip_conserves_water_mass_over_the_covered_slope	malloc	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_gunpowder_basin_scene_reaches_the_reactions_it_claims	free	6
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_gunpowder_basin_scene_reaches_the_reactions_it_claims	malloc	3
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_landscape_beds_sleep_against_the_landscape_floor	free	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_landscape_beds_sleep_against_the_landscape_floor	malloc	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_landscape_water_pour_keeps_taking_the_board_awake	free	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_landscape_water_pour_keeps_taking_the_board_awake	malloc	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_lava_stress_scene_reaches_every_reaction_it_claims	free	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_lava_stress_scene_reaches_every_reaction_it_claims	malloc	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_mature_tree_scene_is_finished_but_can_be_restarted	free	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_mature_tree_scene_is_finished_but_can_be_restarted	malloc	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_mixed_scene_puts_every_material_pair_in_contact	free	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_mixed_scene_puts_every_material_pair_in_contact	malloc	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_plant_pour_scene_keeps_a_loose_heap_in_the_air	free	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_plant_pour_scene_keeps_a_loose_heap_in_the_air	malloc	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_plant_ruin_scene_eats_roots_and_burns_a_canopy	free	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_plant_ruin_scene_eats_roots_and_burns_a_canopy	malloc	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_settled_plant_heap_is_dry_and_still_full_of_plants	free	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_settled_plant_heap_is_dry_and_still_full_of_plants	malloc	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_smoke_and_steam_scene_stays_a_gas_screen	free	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_smoke_and_steam_scene_stays_a_gas_screen	malloc	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_snowfall_scene_holds_a_crusting_bank_and_a_live_fall	free	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_snowfall_scene_holds_a_crusting_bank_and_a_live_fall	malloc	2
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_soak_only_skip_matches_the_full_walk_pouring_water_onto_a_sand_bed	free	4
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_soak_only_skip_matches_the_full_walk_pouring_water_onto_a_sand_bed	malloc	4
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_thermal_shock_scene_shatters_in_both_directions	free	6
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_thermal_shock_scene_shatters_in_both_directions	malloc	3
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_water_over_lava_scene_reaches_the_quench_cooloff_and_burst_paths_it_claims	free	3
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_water_over_lava_scene_reaches_the_quench_cooloff_and_burst_paths_it_claims	malloc	3
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_water_slope_is_the_reported_shape	free	1
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_water_slope_is_the_reported_shape	malloc	1
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_water_slope_stone_control_holds_no_sand	free	1
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_water_slope_stone_control_holds_no_sand	malloc	1
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_wet_earth_scene_keeps_percolating_across_the_window	free	4
launcher/main/apps/sand/tests/suite_sand_scenes.c	test_the_wet_earth_scene_keeps_percolating_across_the_window	malloc	2
launcher/main/apps/sand/tests/suite_sand_seeds.c	test_a_limb_travels_outward_instead_of_climbing	free	1
launcher/main/apps/sand/tests/suite_sand_seeds.c	test_a_limb_travels_outward_instead_of_climbing	malloc	1
launcher/main/apps/sand/tests/suite_sand_seeds.c	test_the_fall_flag_is_never_clear_while_a_plant_can_move	free	1
launcher/main/apps/sand/tests/suite_sand_seeds.c	test_the_fall_flag_is_never_clear_while_a_plant_can_move	malloc	1
launcher/main/apps/sand/tests/suite_sand_spawning.c	assert_every_change_is_marked	free	1
launcher/main/apps/sand/tests/suite_sand_spawning.c	assert_every_change_is_marked	malloc	1
launcher/main/apps/sand/tests/suite_sand_spawning.c	test_a_full_share_fills_the_whole_disc	free	1
launcher/main/apps/sand/tests/suite_sand_spawning.c	test_a_full_share_fills_the_whole_disc	malloc	1
launcher/main/apps/sand/tests/suite_sand_spawning.c	test_a_sparse_pour_scatters_across_the_whole_disc	free	1
launcher/main/apps/sand/tests/suite_sand_spawning.c	test_a_sparse_pour_scatters_across_the_whole_disc	malloc	1
launcher/main/apps/sand/tests/suite_sand_spawning.c	test_the_plant_brush_pours_its_share_of_the_disc	free	1
launcher/main/apps/sand/tests/suite_sand_spawning.c	test_the_plant_brush_pours_its_share_of_the_disc	malloc	1
launcher/main/apps/sand/tests/suite_sand_two_core.c	rc_run_deferred_storm_and_hash	free	2
launcher/main/apps/sand/tests/suite_sand_two_core.c	rc_run_deferred_storm_and_hash	malloc	1
launcher/main/apps/sand/tests/suite_sand_two_core.c	rc_run_fire_chain_and_hash	free	2
launcher/main/apps/sand/tests/suite_sand_two_core.c	rc_run_fire_chain_and_hash	malloc	1
launcher/main/apps/sand/tests/suite_sand_two_core.c	rc_run_reaction_heavy_and_hash	free	4
launcher/main/apps/sand/tests/suite_sand_two_core.c	rc_run_reaction_heavy_and_hash	malloc	3
launcher/main/apps/sand/tests/suite_sand_two_core.c	tc_board_close	free	5
launcher/main/apps/sand/tests/suite_sand_two_core.c	tc_board_open	malloc	4
launcher/main/apps/sand/tests/suite_sand_two_core.c	tc_chunks_swept_at	free	2
launcher/main/apps/sand/tests/suite_sand_two_core.c	tc_chunks_swept_at	malloc	1
launcher/main/apps/sand/tests/suite_sand_two_core.c	tc_dispatches_for	free	4
launcher/main/apps/sand/tests/suite_sand_two_core.c	tc_dispatches_for	malloc	3
launcher/main/apps/sand/tests/suite_sand_two_core.c	tc_fuse_blast_impulses	free	2
launcher/main/apps/sand/tests/suite_sand_two_core.c	tc_fuse_blast_impulses	malloc	2
launcher/main/apps/sand/tests/suite_sand_two_core.c	tc_lava_burst_impulses	free	2
launcher/main/apps/sand/tests/suite_sand_two_core.c	tc_lava_burst_impulses	malloc	2
launcher/main/apps/sand/tests/suite_sand_two_core.c	tc_run_crossflow_and_hash	free	2
launcher/main/apps/sand/tests/suite_sand_two_core.c	tc_run_crossflow_and_hash	malloc	2
launcher/main/apps/sand/tests/suite_sand_two_core.c	tc_run_fluids_and_hash	free	4
launcher/main/apps/sand/tests/suite_sand_two_core.c	tc_run_fluids_and_hash	malloc	4
launcher/main/apps/sand/tests/suite_sand_two_core.c	tc_run_gas_and_hash	free	2
launcher/main/apps/sand/tests/suite_sand_two_core.c	tc_run_gas_and_hash	malloc	1
launcher/main/apps/sand/tests/suite_sand_two_core.c	tc_run_quality_and_hash	free	3
launcher/main/apps/sand/tests/suite_sand_two_core.c	tc_run_quality_and_hash	malloc	2
launcher/main/apps/sand/tests/suite_sand_two_core.c	tc_run_scene_and_hash	free	3
launcher/main/apps/sand/tests/suite_sand_two_core.c	tc_run_scene_and_hash	malloc	2
launcher/main/apps/sand/tests/suite_sand_two_core.c	tc_run_zero_rng_and_hash	free	3
launcher/main/apps/sand/tests/suite_sand_two_core.c	tc_run_zero_rng_and_hash	malloc	2
launcher/main/apps/sand/tests/suite_sand_two_core.c	test_a_forced_chunk_side_beats_the_table_on_either_axis	free	2
launcher/main/apps/sand/tests/suite_sand_two_core.c	test_a_forced_chunk_side_beats_the_table_on_either_axis	malloc	2
launcher/main/apps/sand/tests/suite_sand_two_core.c	test_a_lane_merge_carries_every_content_flag_back	free	3
launcher/main/apps/sand/tests/suite_sand_two_core.c	test_a_lane_merge_carries_every_content_flag_back	malloc	2
