# file	function	callee	count
launcher/main/apps/sand/tools/shading_palette.c	report_sweep_table	fprintf	4
launcher/main/apps/sand/tools/shading_palette.c	run_dither_pattern_compare	fprintf	4
launcher/main/apps/sand/tools/shading_palette.c	run_dither_pattern_compare	snprintf	1
launcher/main/apps/sand/tools/shading_palette.c	run_one_dp_case	fprintf	1
launcher/main/apps/sand/tools/shading_palette.c	run_one_dp_case	snprintf	1
launcher/main/apps/sand/tools/shading_palette.c	validate_palette_or_exit	fprintf	1
launcher/main/apps/sand/tools/shading_palette.c	write_final_struct	fprintf	1
launcher/main/apps/sand/tools/shading_palette.c	write_gfx_color_array	fprintf	4
launcher/main/apps/sand/tools/shading_palette.c	write_header_banner	fprintf	1
launcher/main/apps/sand/tools/shading_palette.c	write_mapping_csv	fprintf	2
launcher/main/apps/sand/tools/shading_palette.c	write_mapping_csv	snprintf	1
launcher/main/apps/sand/tools/shading_palette.c	write_reverse_index	fprintf	7
launcher/main/apps/sand/tools/shading_palette.c	write_sand_palette_header	fprintf	1
launcher/main/apps/sand/tools/shading_palette.c	write_swatches	snprintf	2
launcher/main/apps/sand/ui/brush_screen.c	draw_brush_size_block	snprintf	1
launcher/main/apps/sand/ui/options_screen.c	options_screen_apply_label	snprintf	2
launcher/main/boot/post.c	check_audio_codec	snprintf	1
launcher/main/boot/post.c	check_display	snprintf	1
launcher/main/boot/post.c	check_flash	snprintf	1
launcher/main/boot/post.c	check_i2c_devices	snprintf	4
launcher/main/boot/post.c	check_mac	snprintf	1
launcher/main/boot/post.c	check_memory	snprintf	3
launcher/main/boot/post.c	check_sdcard_live	snprintf	2
launcher/main/boot/post.c	check_soc	snprintf	1
launcher/main/boot/post.c	check_temperature	snprintf	3
launcher/main/boot/post.c	post_run_after_display	printf	1
launcher/main/boot/post.c	post_run_before_display	snprintf	1
launcher/main/boot/post.c	report	snprintf	1
launcher/main/boot/post_ui.c	post_ui_draw_report	snprintf	1
launcher/main/boot/selftest.c	selftest_run	printf	1
launcher/main/console/console.c	console_reply_stdio	printf	1
launcher/main/console/console.c	log_listening	snprintf	2
launcher/main/console/console_buildid.c	console_verb_buildid	printf	1
launcher/main/console/console_freeze.c	console_freeze_frame_allowed	printf	1
launcher/main/console/console_screenshot.c	alloc_row_buffers	snprintf	1
launcher/main/console/console_screenshot.c	dump_state	snprintf	1
launcher/main/console/console_screenshot.c	emit_begin_and_header	snprintf	1
launcher/main/console/console_tune.c	forward_to_tune	snprintf	2
launcher/main/console/device_state.h	device_state_format_json	snprintf	6
launcher/main/main.c	app_boot_init	printf	1
launcher/main/main.c	app_main_loop	printf	1
launcher/main/main.c	console_list_apps	printf	2
launcher/main/main.c	reply_app_err	printf	1
launcher/main/main.c	report_gesture_completion	printf	1
launcher/main/main.c	run_console_navigation	printf	5
launcher/main/main.c	run_pending_selftest_suite	printf	1
launcher/main/ui/ui_widgets.c	draw_dropdown_list	snprintf	1
launcher/main/ui/ui_widgets.c	list_name	snprintf	1
launcher/main/util/build_id.h	build_id_format	snprintf	1
launcher/main/util/build_id.h	build_id_line	snprintf	1
launcher/main/util/frame_cost.c	frame_cost_take_report	snprintf	1
launcher/main/util/frame_cost.h	frame_cost_append_dropped	snprintf	1
launcher/main/util/frame_cost.h	frame_cost_append_total	snprintf	1
launcher/main/util/frame_cost.h	frame_cost_report	snprintf	1
launcher/main/util/tune.c	list_all	snprintf	2
launcher/main/util/tune.c	reply_error	snprintf	1
launcher/main/util/tune.c	reply_value	snprintf	1
launcher/main/util/tune.c	set_from	snprintf	1
