# generated by launcher/tools/quality/complexity_gate.py --update-baseline
# score	file:line	function
11	launcher/test/suites/suite_icons_system.c:41	test_all_icons_blocks_match_actual_run_length
11	launcher/tools/gen/gfx_palette_gen.c:224	gfx_palette_gen_build_dither_cell
11	launcher/tools/gen/gfx_palette_gen.c:251	gfx_palette_gen_build_dither_checker2
10	launcher/main/apps/render_lab/scene_cube.c:243	cube_expand_bbox
10	launcher/main/apps/sand/app_sand.c:602	start_sim
10	launcher/main/apps/sand/app_sand.c:916	update_local_depth_gravity
10	launcher/main/apps/sand/sand.c:929	choose_sweep_order
10	launcher/main/apps/sand/sand.c:1262	finalize_settling_range
10	launcher/main/apps/sand/sand.c:78	random_cell
10	launcher/main/apps/sand/sand_gas.c:1025	choose_gas_sweep_order
10	launcher/main/apps/sand/sand_gas.c:989	equalise_gas
10	launcher/main/apps/sand/sand_gas.c:327	step_one_gas_grain
10	launcher/main/apps/sand/sand_plants.c:560	step_one_drinking_cell
10	launcher/main/apps/sand/sand_reactions.c:2857	block_still_moist
10	launcher/main/apps/sand/sand_reactions.c:986	cold_carry_ray
10	launcher/main/apps/sand/sand_reactions.c:1104	cold_touch_neighbors
10	launcher/main/apps/sand/sand_reactions.c:1587	conduct_heat_or_ignite
10	launcher/main/apps/sand/tests/suite_palette.c:127	check_hit_round_trips_against_tile_rect_for_every_tile
10	launcher/main/apps/sand/tests/suite_sand_chunk_sched.c:125	cs_sweep
10	launcher/main/apps/sand/tests/suite_sand_colour_modes.c:312	measure_mode_frame
10	launcher/main/apps/sand/tests/suite_sand_colour_modes.c:156	paint_full_frame_full
10	launcher/main/apps/sand/tests/suite_sand_combustion.c:296	gas_is_outside_the_pocket
10	launcher/main/apps/sand/tests/suite_sand_combustion.c:1269	snow_cover_skin_census
10	launcher/main/apps/sand/tests/suite_sand_combustion.c:325	step_until_gas_escapes
10	launcher/main/apps/sand/tests/suite_sand_combustion.c:364	test_gas_disperses_across_a_ceiling
10	launcher/main/apps/sand/tests/suite_sand_crossflow.c:369	test_crossflow_levels_a_line_across_every_border
10	launcher/main/apps/sand/tests/suite_sand_dirt.c:157	test_water_falling_onto_a_sleeping_dirt_bed_still_wets_it
10	launcher/main/apps/sand/tests/suite_sand_dune_blast.c:465	carve_circle_empty
10	launcher/main/apps/sand/tests/suite_sand_extended_range.c:43	test_heat_through_a_pan_lights_oil_rather_than_boiling_it
10	launcher/main/apps/sand/tests/suite_sand_extended_range.c:181	test_hot_gas_warms_what_it_touches
10	launcher/main/apps/sand/tests/suite_sand_glass_thermal.c:537	test_a_frosted_pane_warms_back_to_room_temperature
10	launcher/main/apps/sand/tests/suite_sand_glass_thermal.c:141	test_glass_forgets_a_fire_that_went_out
10	launcher/main/apps/sand/tests/suite_sand_glass_thermal.c:316	test_glass_looks_different_at_the_shock_threshold
10	launcher/main/apps/sand/tests/suite_sand_glass_thermal.c:277	test_the_shock_threshold_is_exact
10	launcher/main/apps/sand/tests/suite_sand_gunpowder.c:547	test_a_detonating_two_by_two_leaves_no_lit_gunpowder_behind
10	launcher/main/apps/sand/tests/suite_sand_impulse.c:2574	cell_is_airborne
10	launcher/main/apps/sand/tests/suite_sand_impulse.c:2454	ejecta_count_outside
10	launcher/main/apps/sand/tests/suite_sand_impulse.c:2498	ejecta_dirt_total
10	launcher/main/apps/sand/tests/suite_sand_impulse.c:2132	test_detonating_empty_space_still_flashes_the_core
10	launcher/main/apps/sand/tests/suite_sand_impulse.c:276	test_sand_displace_alone_never_creates_fire_or_smoke
10	launcher/main/apps/sand/tests/suite_sand_liquid_depth.c:2725	shadow_test_build_scene
10	launcher/main/apps/sand/tests/suite_sand_liquid_depth.c:2499	tremor_test_count_changed
10	launcher/main/apps/sand/tests/suite_sand_locality.c:504	test_block_indices_stay_in_range_at_the_real_screens_partial_edge_blocks
10	launcher/main/apps/sand/tests/suite_sand_materials.c:501	poured_height
10	launcher/main/apps/sand/tests/suite_sand_materials.c:628	test_a_settled_pool_does_not_flicker
10	launcher/main/apps/sand/tests/suite_sand_motion.c:194	landscape_slide_y
10	launcher/main/apps/sand/tests/suite_sand_palette256.c:242	test_settled_scenes_map_and_expand_correctly_at_every_quality
10	launcher/main/apps/sand/tests/suite_sand_perf.c:2696	landscape_scene_us_per_step
10	launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c:559	test_acid_fizzes_while_it_eats
10	launcher/main/apps/sand/tests/suite_sand_reaction_encoding.c:398	test_glass_conducts_heat_like_stone
10	launcher/main/apps/sand/tests/suite_sand_roots.c:1688	test_wet_sand_becomes_soil_wet_with_no_tone_of_its_own
10	launcher/main/apps/sand/tests/suite_sand_scenes.c:600	build_thermal_shock_tile
10	launcher/main/apps/sand/tests/suite_sand_scenes.c:819	count_distinct_cullet_tiles
10	launcher/main/apps/sand/tests/suite_sand_scenes.c:1766	count_wet_earth_touching_columns
10	launcher/main/apps/sand/tests/suite_sand_scenes.c:2064	gunpowder_basin_fill_interior
